,geometry,section,year,floor,hall name
1440,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1993,1,"['Biology of Invertebrates', 'Hall of the Biology of Invertebrates', 'Mollusks and Our World']"
1441,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1993,2,"['Hall of Asian Mammals', 'Hall of South Asiatic Mammals', 'South Asiatic Mammals']"
1442,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1993,3,"['Hall of Reptiles and Amphibians', 'Reptiles and Amphibians']"
1443,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1993,4,['Ornithischian Dinosaurs']
1444,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1994,1,['Hall of Biodiversity']
1445,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1994,4,['Hall of Ornithischian Dinosaurs']
1446,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1996,1,['Hall of Biodiversity']
1447,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1997,1,['Hall of Biodiversity']
1448,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1998,1,['Hall of Biodiversity']
1449,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,1998,2,['South Asiatic Hall']
1450,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2000,1,['Hall of Biodiversity']
1451,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2001,1,"['Hall of Biodiversity', 'Hall of Biodiversity']"
1452,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2001,2,"['Asian Mammals', 'Hall of Asian Mammals']"
1453,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2001,3,"['Hall of Reptiles and Amphibians', 'Reptiles and Amphibians']"
1454,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2001,4,"['Hall of Ornithischian Dinosaurs', 'Ornithischian Dinosaurs']"
1455,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2006,1,['Hall of Biodiversity']
1456,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2007,1,['Hall of Biodiversity']
1457,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2007,4,['Hall of Ornithischian Dinosaurs']
1458,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2009,1,['Hall of Biodiversity']
1459,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2010,2,['Hall of Asian Mammals']
1460,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2012,1,['Hall of Biodiversity']
1461,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2012,2,['Asian Mammals']
1462,"POLYGON ((-73.97371041560721 40.78043909272829, -73.97343870355076 40.78081460489621, -73.97324942099458 40.78073522834038, -73.97351502716212 40.78036276911693, -73.97371041560721 40.78043909272829))",9,2012,4,['Ornithischian Dinosaurs']
1463,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1904,1,"['Invertebrate Zoology', 'Synoptic Hall']"
1464,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1904,3,"['Entomology', 'Insects']"
1465,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1904,4,['Dinosaur Hall']
